# RA = 11 04 27.34(166.11392)
# Dec = +38 12 32.40(38.209)
# Redshift = 0.0
# NH = 1.92E20 
# BeppoSAX Spectra (Giommi et al. 2002) (id = 112)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4180E26     0.0000E00    4.4781E-11   5.1270E-12    53711.0    53855.0
3.3850E26     0.0000E00    3.3350E-11   1.7900E-12    53711.0    53855.0
5.3200E26     0.0000E00    2.2496E-11   1.1632E-12    53711.0    53855.0
7.9790E26     0.0000E00    1.4304E-11   9.5962E-13    53711.0    53855.0
1.1850E27     0.0000E00    9.2939E-12   8.4630E-13    53711.0    53855.0
1.7890E27     0.0000E00    4.0499E-12   7.2820E-13    53711.0    53855.0
2.6600E27     0.0000E00    1.9561E-12   6.5332E-13    53711.0    53855.0
# TACTIC_2012JPhG_39d5201C (id = 108)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4180E26     0.0000E00    2.8038E-11   1.0863E-11    55157.0    55332.0
3.6270E26     0.0000E00    1.9647E-11   4.0014E-12    55157.0    55332.0
5.3680E26     0.0000E00    1.6977E-11   2.4873E-12    55157.0    55332.0
8.0280E26     0.0000E00    1.3174E-11   2.7196E-12    55157.0    55332.0
1.1970E27     0.0000E00    1.5271E-11   3.1327E-12    55157.0    55332.0
1.7840E27     0.0000E00    1.6143E-11   3.7610E-12    55157.0    55332.0
2.6600E27     0.0000E00    9.9064E-12   5.0211E-12    55157.0    55332.0
# TACTIC_2010JPhG_37l5201C (id = 107)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4180E26     0.0000E00    1.5076E-10   5.2551E-11    54476.0    54593.0
3.5300E26     0.0000E00    7.7184E-11   1.1987E-11    54476.0    54593.0
5.1500E26     0.0000E00    3.3510E-11   5.1318E-12    54476.0    54593.0
7.5440E26     0.0000E00    2.3394E-11   4.3046E-12    54476.0    54593.0
1.1050E27     0.0000E00    1.5827E-11   4.0823E-12    54476.0    54593.0
1.6150E27     0.0000E00    1.1224E-11   4.0179E-12    54476.0    54593.0
# HESS_2005A&A_437_95A (id = 106)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.7130E26     0.0000E00    1.3090E-10   7.0192E-12    53107.8    53114.9
3.4150E26     0.0000E00    1.2084E-10   3.8042E-12    53107.8    53114.9
4.3000E26     0.0000E00    9.7277E-11   2.8930E-12    53107.8    53114.9
5.4130E26     0.0000E00    8.2708E-11   2.6980E-12    53107.8    53114.9
6.8150E26     0.0000E00    7.7123E-11   2.7744E-12    53107.8    53114.9
8.5790E26     0.0000E00    5.8090E-11   2.5414E-12    53107.8    53114.9
1.0800E27     0.0000E00    4.0919E-11   2.3400E-12    53107.8    53114.9
1.3600E27     0.0000E00    3.2324E-11   2.1989E-12    53107.8    53114.9
1.7120E27     0.0000E00    1.7907E-11   1.8870E-12    53107.8    53114.9
2.1550E27     0.0000E00    8.6286E-12   1.5017E-12    53107.8    53114.9
2.7130E27     0.0000E00    5.1031E-12   1.2909E-12    53107.8    53114.9
3.4150E27     0.0000E00    2.3848E-12   9.8141E-13    53107.8    53114.9
4.2160E27     0.0000E00    2.6888E-13   1.8656E-13    53107.8    53114.9
# ARGO_YBJ_2011ApJ_734_110B (id = 105)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0810E26     0.0000E00    3.7455E-11   2.4362E-11    54405.0    55255.0
1.7120E26     0.0000E00    7.6938E-11   1.7909E-11    54405.0    55255.0
2.7080E26     0.0000E00    5.7680E-11   1.2822E-11    54405.0    55255.0
5.4160E26     0.0000E00    2.2751E-11   1.1978E-11    54405.0    55255.0
8.5840E25     0.0000E00    8.2583E-11   4.8459E-11    54405.0    55255.0
1.7120E26     0.0000E00    1.3492E-10   3.1562E-11    54405.0    55255.0
2.7080E26     0.0000E00    9.1444E-11   2.2710E-11    54405.0    55255.0
5.4160E26     0.0000E00    3.3523E-11   2.1143E-11    54405.0    55255.0
1.3590E26     0.0000E00    9.5135E-11   5.9206E-11    54405.0    55255.0
2.1540E26     0.0000E00    1.2541E-10   4.4009E-11    54405.0    55255.0
3.4090E26     0.0000E00    2.2584E-10   3.2490E-11    54405.0    55255.0
6.8190E26     0.0000E00    9.5176E-11   2.9942E-11    54405.0    55255.0
1.7120E27     0.0000E00    9.7177E-11   7.8866E-11    54405.0    55255.0
2.7080E26     0.0000E00    3.0347E-10   9.5263E-11    54405.0    55255.0
3.4090E26     0.0000E00    2.9814E-10   6.9439E-11    54405.0    55255.0
6.8190E26     0.0000E00    2.1660E-10   6.4470E-11    54405.0    55255.0
1.3590E27     0.0000E00    3.3348E-10   1.0222E-10    54405.0    55255.0
1.7120E27     0.0000E00    1.9516E-10   1.6464E-10    54405.0    55255.0
# MAGIC (id = 103)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.4500E26     0.0000E00    2.8800E-11   1.3600E-11    53900.91979    53900.95532
2.2000E26     0.0000E00    4.0700E-11   1.2700E-11    53900.91979    53900.95532
2.0100E26     0.0000E00    2.5800E-11   1.0700E-11    53900.91979    53900.95532
1.3500E26     0.0000E00    4.4200E-11   1.1900E-11    53900.91979    53900.95532
5.2100E26     0.0000E00    1.6200E-10   5.2900E-11    53855.97283    53855.97906
2.2800E26     0.0000E00    1.6200E-10   3.3600E-11    53855.97283    53855.97906
9.9400E25     0.0000E00    7.8000E-11   1.7500E-11    53855.97283    53855.97906
6.8600E26     0.0000E00    3.3300E-11   1.3000E-11    53854.89514    53855.04119
4.4300E26     0.0000E00    3.7000E-11   8.4900E-12    53854.89514    53855.04119
2.8600E26     0.0000E00    5.3400E-11   7.2100E-12    53854.89514    53855.04119
1.8500E26     0.0000E00    5.2700E-11   6.2500E-12    53854.89514    53855.04119
1.1900E26     0.0000E00    5.1900E-11   5.1300E-12    53854.89514    53855.04119
7.7000E25     0.0000E00    5.4000E-11   5.1300E-12    53854.89514    53855.04119
7.1200E26     0.0000E00    3.3000E-11   1.2700E-11    53853.88173    53854.01394
3.9200E26     0.0000E00    4.7400E-11   9.1300E-12    53853.88173    53854.01394
2.1600E26     0.0000E00    4.8200E-11   6.2500E-12    53853.88173    53854.01394
1.1900E26     0.0000E00    6.2800E-11   5.4500E-12    53853.88173    53854.01394
1.0300E27     0.0000E00    1.1000E-10   4.4200E-11    53852.93474    53853.00047
6.5700E26     0.0000E00    1.6500E-10   4.1700E-11    53852.93474    53853.00047
4.1900E26     0.0000E00    1.8700E-10   2.7200E-11    53852.93474    53853.00047
2.6700E26     0.0000E00    1.7500E-10   1.9200E-11    53852.93474    53853.00047
1.7000E26     0.0000E00    1.7100E-10   1.4400E-11    53852.93474    53853.00047
1.0900E26     0.0000E00    1.4100E-10   1.0600E-11    53852.93474    53853.00047
4.8700E26     0.0000E00    3.8100E-11   1.2000E-11    53851.92862    53852.00383
2.9800E26     0.0000E00    4.6500E-11   1.0400E-11    53851.92862    53852.00383
1.8200E26     0.0000E00    5.5400E-11   7.8500E-12    53851.92862    53852.00383
1.1100E26     0.0000E00    5.4600E-11   6.5700E-12    53851.92862    53852.00383
6.1900E26     0.0000E00    6.1700E-11   2.1000E-11    53850.92813    53850.99607
3.7200E26     0.0000E00    5.5600E-11   1.3900E-11    53850.92813    53850.99607
2.2300E26     0.0000E00    6.1800E-11   9.9300E-12    53850.92813    53850.99607
1.3400E26     0.0000E00    6.3300E-11   7.6900E-12    53850.92813    53850.99607
8.0500E25     0.0000E00    6.9900E-11   6.8900E-12    53850.92813    53850.99607
7.6100E26     0.0000E00    7.6900E-11   2.7900E-11    53849.96428    53850.00669
4.3700E26     0.0000E00    1.0500E-10   2.1300E-11    53849.96428    53850.00669
2.5100E26     0.0000E00    9.8100E-11   1.3800E-11    53849.96428    53850.00669
1.4400E26     0.0000E00    1.2300E-10   1.2200E-11    53849.96428    53850.00669
8.2800E25     0.0000E00    1.1200E-10   1.0300E-11    53849.96428    53850.00669
4.3400E26     0.0000E00    4.0200E-11   1.4900E-11    53847.97679    53848.0146
2.7400E26     0.0000E00    5.2700E-11   1.2700E-11    53847.97679    53848.0146
1.7300E26     0.0000E00    5.8800E-11   1.2000E-11    53847.97679    53848.0146
1.0900E26     0.0000E00    3.8300E-11   8.9700E-12    53847.97679    53848.0146
1.0700E27     0.0000E00    1.7100E-11   1.1800E-11    54473.08194444    54473.6138889
6.2400E26     0.0000E00    1.9900E-11   7.5900E-12    54473.08194444    54473.6138889
3.6300E26     0.0000E00    2.2200E-11   6.4600E-12    54473.08194444    54473.6138889
2.1100E26     0.0000E00    4.8100E-11   1.0600E-11    54473.08194444    54473.6138889
1.2300E26     0.0000E00    6.3900E-11   1.2900E-11    54473.08194444    54473.6138889
7.1300E25     0.0000E00    9.0800E-11   1.7800E-11    54473.08194444    54473.6138889
4.1300E25     0.0000E00    1.1300E-10   2.8000E-11    54473.08194444    54473.6138889
7.0800E26     0.0000E00    4.2100E-11   2.3200E-11    54560.91319444    54560.930555
4.5700E26     0.0000E00    5.8500E-11   2.0900E-11    54560.91319444    54560.930555
2.9400E26     0.0000E00    6.2900E-11   1.8700E-11    54560.91319444    54560.930555
1.9000E26     0.0000E00    6.2100E-11   1.6300E-11    54560.91319444    54560.930555
1.2200E26     0.0000E00    8.3900E-11   1.9900E-11    54560.91319444    54560.930555
7.9000E25     0.0000E00    1.0600E-10   2.2900E-11    54560.91319444    54560.930555
5.0800E25     0.0000E00    1.0200E-10   2.3900E-11    54560.91319444    54560.930555
6.4400E26     0.0000E00    1.6300E-11   1.3100E-11    54558.03125    54558.041667
3.3300E26     0.0000E00    3.0100E-11   9.5300E-12    54558.03125    54558.041667
1.7300E26     0.0000E00    4.9600E-11   1.0200E-11    54558.03125    54558.041667
8.9500E25     0.0000E00    6.2900E-11   1.0500E-11    54558.03125    54558.041667
4.6200E25     0.0000E00    6.9400E-11   1.5100E-11    54558.03125    54558.041667
1.7000E27     0.0000E00    7.9500E-11   2.0000E-11    54556.165277    54556.165277
1.1000E27     0.0000E00    1.1500E-10   1.6800E-11    54556.165277    54556.165277
7.1000E26     0.0000E00    1.5200E-10   1.8300E-11    54556.165277    54556.165277
4.5900E26     0.0000E00    1.7300E-10   1.7000E-11    54556.165277    54556.165277
2.9700E26     0.0000E00    2.1800E-10   1.8300E-11    54556.165277    54556.165277
1.9200E26     0.0000E00    2.3400E-10   1.8600E-11    54556.165277    54556.165277
1.2600E26     0.0000E00    2.1600E-10   1.7600E-11    54556.165277    54556.165277
7.5900E25     0.0000E00    2.2300E-10   1.8300E-11    54556.165277    54556.165277
5.0300E25     0.0000E00    2.5200E-10   2.2600E-11    54556.165277    54556.165277
3.2600E25     0.0000E00    2.1800E-10   2.6900E-11    54556.165277    54556.165277
7.2400E26     0.0000E00    3.3900E-11   2.9600E-11    54507.147916    54507.165278
4.5900E26     0.0000E00    7.1600E-11   2.0000E-11    54507.147916    54507.165278
2.9500E26     0.0000E00    1.0500E-10   2.0000E-11    54507.147916    54507.165278
1.9100E26     0.0000E00    1.2600E-10   1.8600E-11    54507.147916    54507.165278
1.2400E26     0.0000E00    1.5200E-10   1.7300E-11    54507.147916    54507.165278
8.0800E25     0.0000E00    1.6500E-10   1.7300E-11    54507.147916    54507.165278
5.4700E25     0.0000E00    1.7200E-10   2.5600E-11    54507.147916    54507.165278
3.2500E25     0.0000E00    9.1400E-11   3.3200E-11    54507.147916    54507.165278
7.0400E26     0.0000E00    1.1900E-11   6.0500E-12    54482.143055    54482.1840277
4.5500E26     0.0000E00    2.4400E-11   6.5700E-12    54482.143055    54482.1840277
2.9400E26     0.0000E00    5.0700E-11   9.4100E-12    54482.143055    54482.1840277
1.9000E26     0.0000E00    8.7200E-11   1.3600E-11    54482.143055    54482.1840277
1.2300E26     0.0000E00    1.1100E-10   1.5900E-11    54482.143055    54482.1840277
7.9700E25     0.0000E00    1.2100E-10   1.8500E-11    54482.143055    54482.1840277
5.2000E25     0.0000E00    1.3100E-10   2.5600E-11    54482.143055    54482.1840277
3.4500E25     0.0000E00    1.3600E-10   3.3200E-11    54482.143055    54482.1840277
1.0900E27     0.0000E00    2.2500E-11   6.5700E-12    54481.13681    54481.21597
7.0700E26     0.0000E00    3.6600E-11   6.0500E-12    54481.13681    54481.21597
4.5600E26     0.0000E00    5.6600E-11   6.8400E-12    54481.13681    54481.21597
2.9500E26     0.0000E00    8.1900E-11   8.3100E-12    54481.13681    54481.21597
1.9000E26     0.0000E00    1.0600E-10   9.5300E-12    54481.13681    54481.21597
1.2300E26     0.0000E00    1.2400E-10   1.0700E-11    54481.13681    54481.21597
7.9700E25     0.0000E00    1.3500E-10   1.1500E-11    54481.13681    54481.21597
5.1800E25     0.0000E00    1.5300E-10   1.3400E-11    54481.13681    54481.21597
3.0900E25     0.0000E00    1.7100E-10   1.4500E-11    54481.13681    54481.21597
1.0600E27     0.0000E00    1.1800E-11   9.4200E-12    54475.0993    54475.26319
6.2000E26     0.0000E00    1.7100E-11   7.0100E-12    54475.0993    54475.26319
3.6200E26     0.0000E00    2.6800E-11   7.2600E-12    54475.0993    54475.26319
2.1200E26     0.0000E00    4.4500E-11   9.1700E-12    54475.0993    54475.26319
1.2400E26     0.0000E00    8.9200E-11   1.5700E-11    54475.0993    54475.26319
7.2700E25     0.0000E00    1.0900E-10   2.0000E-11    54475.0993    54475.26319
4.3400E25     0.0000E00    1.1100E-10   2.5000E-11    54475.0993    54475.26319
2.3300E25     0.0000E00    1.1700E-10   3.3800E-11    54475.0993    54475.26319
1.0700E27     0.0000E00    1.1200E-11   5.7800E-12    54474.16389    54474.26319
6.2200E26     0.0000E00    1.5700E-11   4.2000E-12    54474.16389    54474.26319
3.6300E26     0.0000E00    2.2800E-11   4.5300E-12    54474.16389    54474.26319
2.1200E26     0.0000E00    4.2900E-11   6.7200E-12    54474.16389    54474.26319
1.2300E26     0.0000E00    6.3400E-11   8.6900E-12    54474.16389    54474.26319
7.2100E25     0.0000E00    9.9200E-11   1.3600E-11    54474.16389    54474.26319
4.2100E25     0.0000E00    1.1500E-10   1.6300E-11    54474.16389    54474.26319
2.4700E25     0.0000E00    1.1900E-10   2.9100E-11    54474.16389    54474.26319
6.8910E26     0.0000E00    3.7638E-12   1.5682E-12    53325.0    53470.0
4.4520E26     0.0000E00    1.2326E-11   1.4726E-12    53325.0    53470.0
2.8760E26     0.0000E00    2.1627E-12   1.6163E-12    53325.0    53470.0
1.8580E26     0.0000E00    3.4483E-11   1.8049E-12    53325.0    53470.0
1.2020E26     0.0000E00    5.2450E-11   1.9868E-12    53325.0    53470.0
7.7450E25     0.0000E00    6.2240E-11   2.4764E-12    53325.0    53470.0
5.0190E25     0.0000E00    8.3874E-11   2.7727E-12    53325.0    53470.0
3.2330E25     0.0000E00    1.0702E-10   9.7815E-12    53325.0    53470.0
# MAGIC (id = 104)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.0690E27 0.0 3.4572E-12   0.0000E00    53325.0    53470.0 ; UPPER LIMIT
# ARGO2LAC (id = 102)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4180E26     0.0000E00    8.4300E-12   7.4900E-13    54405.0    56323.0
# EGRET3 (id = 100)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E22     0.0000E00    8.2185E-12   3.2874E-12    48368.5    49993.5
2.4200E22     0.0000E00    2.4747E-11   6.3008E-12    48368.5    49993.5
2.4200E22     0.0000E00    1.1141E-11   6.1182E-12    48368.5    49993.5
2.4200E22     0.0000E00    1.1871E-11   3.1961E-12    48368.5    49993.5
2.4200E22     0.0000E00    1.2236E-11   3.0134E-12    48368.5    49993.5
2.4200E22     0.0000E00    1.4519E-11   2.1916E-12    48368.5    49993.5
2.4200E22     0.0000E00    9.9535E-12   2.5569E-12    48368.5    49993.5
2.4200E22     0.0000E00    1.6985E-11   3.0134E-12    48368.5    49993.5
2.4200E22     0.0000E00    1.2693E-11   1.6437E-12    48368.5    49993.5
2.4200E22     0.0000E00    2.3560E-11   1.1049E-11    48368.5    49993.5
2.4200E22     0.0000E00    1.2054E-11   5.5703E-12    48368.5    49993.5
2.4200E22     0.0000E00    1.8172E-11   9.8622E-12    48368.5    49993.5
2.4200E22     0.0000E00    1.2693E-11   5.1137E-12    48368.5    49993.5
2.4200E22     0.0000E00    2.1551E-11   6.4835E-12    48368.5    49993.5
2.4200E22     0.0000E00    1.4611E-11   3.4700E-12    48368.5    49993.5
# EGRET3 (id = 101)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E22 0.0 1.3971E-11   0.0000E00    48368.5    49993.5 ; UPPER LIMIT
2.4200E22 0.0 2.3286E-11   0.0000E00    48368.5    49993.5 ; UPPER LIMIT
# AGILE Grid (id = 99)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
9.6720E22     0.0000E00    6.4760E-11   2.0045E-11    54290.5    54647.5
2.4180E22     0.0000E00    7.4389E-11   2.3025E-11    54290.5    54647.5
4.8360E22     0.0000E00    6.9408E-11   2.1483E-11    54290.5    54647.5
2.4180E23     0.0000E00    5.9090E-11   1.8290E-11    54290.5    54647.5
# SWBAT70M  (14-195 keV) (id = 98)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
7.2540E18     0.0000E00    7.8327E-11   1.3101E-12    53340.5    55469.5
1.6930E19     0.0000E00    4.0106E-11   6.7080E-13    53340.5    55469.5
# SWBAT105 (14-195 keV) (id = 97)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
7.2540E18     0.0000E00    6.9424E-11   5.4653E-13    53340.5    56535.5
1.6930E19     0.0000E00    3.6462E-11   2.8704E-13    53340.5    56535.5
# IBISSG4CAT (40-100 keV) (id = 96)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.5290E19     0.0000E00    1.9920E-10   4.1071E-12    52671.5    54557.5
# IBISSG4CAT (20-40 keV) (id = 95)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.8390E18     0.0000E00    2.7945E-10   2.1832E-12    52671.5    54557.5
# Fermi3FGL (6Gev) (id = 94)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4520E24     0.0000E00    5.9074E-11   1.7207E-12    54682.65486    56139.94861
# Fermi3FGL (60Gev) (id = 93)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4520E25     0.0000E00    9.5367E-11   3.8281E-12    54682.65486    56139.94861
# Fermi3FGL (600 Mev) (id = 92)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.4520E23     0.0000E00    3.4407E-11   6.3758E-13    54682.65486    56139.94861
# Fermi3FGL (2Gev) (id = 91)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.8400E23     0.0000E00    4.5525E-11   9.8574E-13    54682.65486    56139.94861
# Fermi3FGL (200 Mev) (id = 90)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
4.8400E22     0.0000E00    2.5802E-11   7.6153E-13    54682.65486    56139.94861
# Fermi2FglLC (id = 89)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4200E23     0.0000E00    4.5024E-11   3.5346E-12    54682.7    54713.0
2.4200E23     0.0000E00    3.7029E-11   2.9876E-12    54713.0    54743.4
2.4200E23     0.0000E00    3.1349E-11   2.8403E-12    54743.4    54773.8
2.4200E23     0.0000E00    3.5346E-11   3.0086E-12    54773.8    54804.1
2.4200E23     0.0000E00    3.1138E-11   2.6930E-12    54804.1    54834.5
2.4200E23     0.0000E00    3.4505E-11   3.0718E-12    54834.5    54864.9
2.4200E23     0.0000E00    2.9034E-11   2.6720E-12    54864.9    54895.2
2.4200E23     0.0000E00    2.1881E-11   2.8193E-12    54895.2    54925.6
2.4200E23     0.0000E00    3.0718E-11   2.7141E-12    54925.6    54956.0
